line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
91	Unique	Unique	false	52	28	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,FinnedXWing	......41.9..3.....3...5.....48..7..........52.1.......6..2....5.7....8......3....	857...4139..3..5..3...5.....48..73..7......52.1....7..6..2....5.72...83...5.3....	failures/top1465-0091.png	-	-	-
92	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,ClaimingBoxLineReduction	...6..9.23.87.....4............95..17......8...........2..6.5.....4...3..1.......	175638942398724165462951873846395721751246389239187654924863517587419236613572498	-	-	-	-
93	Unique	Unique	true	0	87	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedQuad,HiddenPair,UniqueRectangle,FinnedXWing	1.37....5...6.4...8...........81.....9....7...6.....9..2....4..5...3...........2.	143792685952684317876351942735819264298463751461527893629175438584236179317948526	-	-	-	-
94	Unique	Unique	false	37	33	HiddenSingle,HiddenTriple,LockedCandidatesPointing,NakedSingle,NakedTriple,FinnedXWing,NakedPair	.4.7...6...39............57.......3.2...8.....19...57.6...4.....5.1......2...6.84	.4.71.963..39.....19.8...57....9..3.23..8.....19...57.6..249315354178...921356784	failures/top1465-0094.png	-	-	-
95	Unique	Unique	true	0	85	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair	26.7...........4.15........839.........5...6....1......7.....2.....43.......9.8..	261754389798362451543981276839476512127538964456129738974815623685243197312697845	-	-	-	-
96	Unique	Unique	false	58	18	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,HiddenPair	4.21......5.....78...3......7..5...6......1.....4.........67.5.2.....4..3........	4.217.....5.6...787.63......7..5...6...7..1.....4.........67.5.2.....4..3........	failures/top1465-0096.png	-	-	-
97	Unique	Unique	false	43	38	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair,NakedQuad,HiddenPair	3..1...6...1.47.......5....68.3...........4.1.2.......4.5...7.....2...8..........	3..1..56...1.47293....531.86843..9.....7..421127.9.8364.5...712...2...8.........9	failures/top1465-0097.png	-	-	-
98	Unique	Unique	false	61	11	HiddenSingle,LockedCandidatesPointing,HiddenPair	6.1....3....8..2..9.........47...5......7........6.....8.5.2...3.......1...4...9.	6.1....38...8..2..9.8.......47...5......7........6.....8.5.2...3.......1...4...9.	failures/top1465-0098.png	-	-	-
99	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,NakedTriple,ClaimingBoxLineReduction	.6..2...1...3...7..1.......3.49.....7.....2........5.8....586.........4.9........	863427951549361872217895463354982716786513294192674538431758629678239145925146387	-	-	-	-
100	Unique	Unique	true	0	84	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction,HiddenPair	8.5.....2...4.1...3.........6.7..4..2...5...........6....38.....1....9...9.....7.	845697312926431857371528694569713428284956731137842569752389146613274985498165273	-	-	-	-
101	Unique	Unique	true	0	81	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair,NakedQuad,HiddenPair,ClaimingBoxLineReduction,FinnedXWing	.2.....8.....4.6......1.....3.2.74..1.....5.....8.....2..3...7.4.5......6........	924673185751948632368512947836257491197436528542891763219365874485729316673184259	-	-	-	-
102	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedTriple	....7..438.....5...........2..5.1..........64...8......34...6.....2..1...7..6....	521678943897413526463952781286541379315729864749836215934187652658294137172365498	-	-	-	-
103	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad,ClaimingBoxLineReduction,NakedPair,NakedTriple	.2.3...6.....7.5...1.......7.86..4.....9.2...5...........1...394...8.............	927315864384276591615498372798631425143952687562847913856124739431789256279563148	-	-	-	-
104	Unique	Unique	false	54	21	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,NakedQuad,FinnedSwordfish	5.3.9..........7.12........4...2..5..1.8......6.7........4.86.........3.9........	5.3.9..........7.12.16.....4...26.5771.8......6.7.......74.86.9...9...3.9......7.	failures/top1465-0104.png	-	-	-
105	Unique	Unique	false	54	21	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,NakedQuad,FinnedSwordfish	5.3.9..........8.12........4...2..5..1.8......6.7........4.76.........3.9........	5.3.9..........8.12.16.....4...26.58.1.8.....86.7.......84.76.9...9...3.9......8.	failures/top1465-0105.png	-	-	-
106	Unique	Unique	true	0	79	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad,ClaimingBoxLineReduction,NakedPair,NakedTriple	.2.3...6.....7.5...1.......7.86..4.....9.2...5...........1...934...8.............	927315864384276519615498372798631425143952687562847931856124793431789256279563148	-	-	-	-
107	Unique	Unique	true	0	80	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction	......31.7..5.....2...4.....39..8..........62.1.......5..6....7.8....9......5....	958276314743519628261843579639128745875394162412765893594681237187432956326957481	-	-	-	-
108	Unique	Unique	true	0	84	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair	...7....6.29.......1....3..7..56..........24....8.....4......35....91...8........	348712596529638471617945382782564913956173248134829657491286735275391864863457129	-	-	-	-
109	Unique	Unique	true	0	80	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction,NakedTriple	......31.6..5.....2...4.....39..8..........42.1.......5..6....7.8....9......5....	948276315673519428251843769439128576865397142712465893594681237186732954327954681	-	-	-	-
110	Unique	Unique	false	58	17	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad	......12....3..6.....8.9.......2..6.3.8......7...5.....15...4.....7....9.4.......	......12....3.269....8.9.......2..6.3.8......7...5.....15..64.....7....9.47.....6	failures/top1465-0110.png	-	-	-
111	Unique	Unique	false	54	24	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedQuad,UniqueRectangle	..9.7........4.6....1....8....1.9.3.54..........8......5....7.62..3...........2..	..9.7.3...35.4.6....1....8....159.3.54..........8.45..35...27.62..3...........2.3	failures/top1465-0111.png	-	-	-
112	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad	1..46...5.2....7......9.....3.7.8..........91...2........3..84.6........5........	178462935924531768365897412239718654857643291416259387791325846683174529542986173	-	-	-	-
113	Unique	Unique	false	55	2	HiddenSingle,FinnedXWing	5..2..3......8..9...2..4..66..1..9...1.....4...7..3..87..3..4...9..7..2...5..6..9	5..2..3......8..9...2.34..66..1..9...1.....4...7..3..87..3..4...9..7..2...5..6..9	failures/top1465-0113.png	-	-	-
114	Unique	Unique	false	57	22	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedQuad,HiddenPair	4.9...5.....8....27..3.........4.7...8.....6..1..........6..12.5...9...........3.	4.9...5.....8....27.83.........4.7...8.5...6..1.....5...36..12.5...93......4...3.	failures/top1465-0114.png	-	-	-
115	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle	.5..7..83..4....6.....5....83.6........9..1...........5.7...4.....3.2...1........	951476283284193567376258914835621749642937158719584326527869431498312675163745892	-	-	-	-
116	Unique	Unique	true	0	76	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedQuad,NakedPair,NakedSingle	..1....8....2..5.....6.........41.3.62....7..........927.8.........3...45........	361457982497218563852693417785941236629385741134726859273864195918532674546179328	-	-	-	-
117	Unique	Unique	true	0	81	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,NakedQuad,HiddenPair,NakedTriple,ClaimingBoxLineReduction	.894............72.3.......1....5.6..4....9......1....5...6...7...3..8..2........	789421536651983472432576189197845263846732915325619748518264397964357821273198654	-	-	-	-
118	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,ClaimingBoxLineReduction	...6..9.23.87.....4............59..17......8...........2..6.5.....4...3..1.......	175638942398724165462915873846359721751246389239187654924863517587491236613572498	-	-	-	-
119	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair,NakedQuad	7..63...........81....2....685..1......7..6...4..........8.4.5.2.....3...........	712638594536497281498125736685341927123789645947562813369874152254916378871253469	-	-	-	-
120	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	69....2.....7...4............73.4...5.....6.1...8........5..83.2...9........1....	698435217351726948742189365817364529534972681926851473169547832273698154485213796	-	-	-	-
121	Unique	Unique	true	0	84	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,NakedTriple,ClaimingBoxLineReduction,NakedQuad,HiddenPair	8.5.....2...9.1...3.........6.7..4..2...5...........1....38.....9....7...4.....6.	815674932426931857379825641561793428284156379937248516652387194193462785748519263	-	-	-	-
122	Unique	Unique	true	0	72	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction	...7....2.8....1...9.......7.6....3.....91...2............5.84.3..6........4..5..	163784952482539167597162384716845239834291675259376418621957843345628791978413526	-	-	-	-
123	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	69....2.....7...4............73.4...5.....9.1...8........5..83.2...6........1....	698435217351729648742186395817394526534672981926851473169547832273968154485213769	-	-	-	-
124	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedTriple	56....4....72.................3...7861...............2....461..1...5......8....3.	561798423397214865824635791945321678612587349783469512239846157176953284458172936	-	-	-	-
125	Unique	Unique	false	57	1	FinnedSwordfish	4..6..3...1..2..6...8..7..19..8..5...4..5..1......2..75.....6...3..8..4......9..5	4..6..3...1..2..6...8..7..19..8..5...4..5..1......2..75.....6...3..8..4......9..5	failures/top1465-0125.png	-	-	-
126	Unique	Unique	true	0	79	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction	7..69..........35.......1..2.9.....7...3...4.8.........4.5..6......28....1.......	751693824426781359983245176239814567175362948864957213342579681697128435518436792	-	-	-	-
127	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair	46.....29....3.5...........1.5.4...........723.........7.6.2.....4...1.....9.....	463851729912736584758429631125347968846195372397268415579612843284573196631984257	-	-	-	-
128	Unique	Unique	false	61	11	HiddenSingle,LockedCandidatesPointing,HiddenPair,FinnedXWing	.5.7.1...2.8....6...........4.3..5..9.2......6...8.....7.1..3......2..9..........	.5.7.1...2.8....6...........4.3..5..9.2......6.5.8.....7.1..3......2..9..2.......	failures/top1465-0128.png	-	-	-
129	Unique	Unique	false	55	22	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair,NakedTriple	.135.........7.4...........1......892.4.6....7.........8.1.....6.....2.....9.3...	.1359........7.4......3....1......892.4.6....7.831....38.1.6...6...8.2.....9.3...	failures/top1465-0129.png	-	-	-
130	Unique	Unique	false	57	3	HiddenSingle,LockedCandidatesPointing,Swordfish	5..4..8......9..1...2..1..56..3..4...5..7......4.....83..6..7...6.....8...8..2..1	5..4..8......9..1...2..1..56..3..4...5..74.....4.....83..6..7...6.....8...8..2..1	failures/top1465-0130.png	-	-	-
131	Unique	Unique	true	0	75	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,NakedSingle	...4.5.2.81..............7.3...9.1....5....4...........6..1.8....27........2..9..	973485621814627539256931478347592186195876243628143795769314852582769314431258967	-	-	-	-
132	Unique	Unique	false	61	10	HiddenSingle,LockedCandidatesPointing,HiddenPair,FinnedXWing	.1..3..6.8..................63.9....7..8..4......1.5...9.....1.2..7........5..7..	.1..3..678..................63.9....7..8..4......1.5...97....1.2..7........5..7..	failures/top1465-0132.png	-	-	-
133	Unique	Unique	true	0	81	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction,NakedTriple	3..4.6....9....7...........6.41.........7.2.9......5......3..8.52..........8...1.	317456928896213754245789136654192873183574269972368541761935482528641397439827615	-	-	-	-
134	Unique	Unique	false	52	29	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedQuad,UniqueRectangle,NakedTriple	..9.2........4.6....1....8....1.9.3.54..........8......5....7.67..3...........2..	..9.2.3...35.4.6....1....8....159.3.54.2........8.45..35...27.67.23...........2.3	failures/top1465-0134.png	-	-	-
135	Unique	Unique	false	57	13	HiddenSingle,LockedCandidatesPointing,HiddenPair,FinnedSwordfish,NakedSingle	...8...3...5...7.....1.........5.9..18.......3..4.......7..2..6....7.5...4.....1.	...8...3...5...7.....1.........5.9..18.7.....35.4...7...7.12..6....745...4.....17	failures/top1465-0135.png	-	-	-
136	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,NakedPair	2.7.4.......6...3.9........4...2.8.......5......3......6.1.3.5.......2.9.1.......	237541698145689732986732145453927861628415973791368524862193457374856219519274386	-	-	-	-
137	Unique	Unique	true	0	78	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,NakedQuad,ClaimingBoxLineReduction	1...6........2.7...53........98...........41.......6.742..........3.9......5...8.	172465839984123765653798241749816352236957418518234697425681973861379524397542186	-	-	-	-
138	Unique	Unique	true	0	72	HiddenSingle,LockedCandidatesPointing,NakedSingle	.1.65..4.8.......9.......3.15........76..........28......7..5..3..4...........2..	912653847835174629764289135158367492276941358493528761689732514327415986541896273	-	-	-	-
139	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad,ClaimingBoxLineReduction	.7.3...6.....8.5...1.......8.96..4.....1.2...5...........7...324...9.............	278359164694281573315467298829635417763142985541978326956714832432896751187523649	-	-	-	-
140	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,NakedTriple,ClaimingBoxLineReduction	.6..2...1...3...7..1.......3.49.....7.....2........5.8....856.........4.9........	863427951549361872217598463384952716756813294192674538431785629678239145925146387	-	-	-	-
141	Unique	Unique	false	59	19	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad,HiddenPair,HiddenTriple,ClaimingBoxLineReduction	8.......24...3........5..1...1...56.......9.....7........8.4..7.6....3...9.2.....	8.......24...3........5..1..71..956.......97....7........8.4..7.6....3...9.2.3...	failures/top1465-0141.png	-	-	-
142	Unique	Unique	true	0	82	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedPair,HiddenPair	.2.....9.....1.6..7...3....5.7...1.....2.4.8....9.....64.8.....3.....5...........	426587391835419672719632458597368124163274985284951763641895237378126549952743816	-	-	-	-
143	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenPair,NakedSingle,NakedTriple,NakedPair	3..4...8.....5.2...........152.......7..1.......9...6..15...7..6..3.4............	321497685794658213568132974152746398976813452843925167415289736689374521237561849	-	-	-	-
144	Unique	Unique	true	0	74	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedTriple	..8.17......5...3..........54.....2.63...........76.....6...8.72..4...........1..	328617954714529638965843271547198326631254789892376415156932847279481563483765192	-	-	-	-
145	Unique	Unique	true	0	82	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedPair,HiddenPair	.2.....9.....1.3..7...4....6.7...1.....2.5.8....9.....45.8.....3.....6...........	523687491846519372719342568697438125134275986285961743451896237378124659962753814	-	-	-	-
146	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle	.2.....74.98.1.............7..3.5..6....2.9..1..............83....6.7......4.....	521869374498713625367542198749385216836124957152976483674251839283697541915438762	-	-	-	-
147	Unique	Unique	true	0	73	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedTriple	6.....8.5.3.9................52.3.9.1.7.........4.....42...........8.1......7.6..	679321845531948276284756913865213497147895362392467581426139758753684129918572634	-	-	-	-
148	Unique	Unique	true	0	70	HiddenSingle,LockedCandidatesPointing,NakedSingle	...46..8.7.....9.....1.....4....53...8.6......2.......3.9.7...........215........	931467285756328914248159637497215368185693472623784159319572846874936521562841793	-	-	-	-
149	Unique	Unique	true	0	81	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,HiddenPair,ClaimingBoxLineReduction	8.5.....2...9.1...3.........6.7..4..2...5...........6....38.....4....7...9.....1.	815674932426931857379528146561793428284156379937842561152387694643219785798465213	-	-	-	-
150	Unique	Unique	false	43	38	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedPair,HiddenPair	6.81..........72.............3.5..615....4..........8.47....5.....63.....2.......	6.8123........72......9......3259.615..8.43.....37..854769..5.....6321..321745.9.	failures/top1465-0150.png	-	-	-
